ID,Database,Name,Table,Description
2090,cpw_CouplesSelfExpansion,GoalProgress_Satisfactin,Diary,Today I felt satisfied with my progress toward my goals.
2091,cpw_CouplesSelfExpansion,Rel_Satisfaction,Diary,I felt satisfied with my relationship with my partner. 
2092,cpw_CouplesSelfExpansion,Rel_MadeMeHappy,Diary,Our relationship made me very happy. 
2093,cpw_CouplesSelfExpansion,Rel_DesireToContinue,Diary,I felt a strong desire to continue my relationship for a long time. 
2094,cpw_CouplesSelfExpansion,Rel_Commitment,Diary,I felt committed to maintaining my relationship with my partner.
2095,cpw_CouplesSelfExpansion,Rel_SexualDesire,Diary,I felt a great deal of sexual desire for my partner today.
2096,cpw_CouplesSelfExpansion,Rel_Passion,Diary,I felt a lot of passion in my relationship today.
2097,cpw_CouplesSelfExpansion,Rel_DisclosedToPartner,Diary,"Today, I disclosed my thoughts and emotions to my partner."
2098,cpw_CouplesSelfExpansion,Rel_PartnerDisclosed,Diary,"Today, my partner disclosed his/her thoughts and emotions."
2099,cpw_CouplesSelfExpansion,Rel_Closeness,Diary,I felt a lot of closeness and intimacy toward my partner today.
2100,cpw_CouplesSelfExpansion,Rel_AffectionateTowardPartner,Diary,"Today, I was affectionate with my partner."
2101,cpw_CouplesSelfExpansion,Rel_PartnerAffectionateTowardMe,Diary,"Today, my partner was affectionate toward me."
2102,cpw_CouplesSelfExpansion,TimeSpentTogether,Diary,"Approximately, how much time did you spend with your partner today? (hours, minutes)"
2103,cpw_CouplesSelfExpansion,PartnerSelfExpand_Expand1,Diary,How much did being with your partner result in you having new experiences?
2104,cpw_CouplesSelfExpansion,PartnerSelfExpand_Expand2,Diary,How much did you feel a greater awareness of things because of your partner?
2105,cpw_CouplesSelfExpansion,PartnerSelfExpand_Expand3,Diary,How much did being with your partner expand your sense of the kind of person you are?
2106,cpw_CouplesSelfExpansion,PartnerSelfExpand_Expand4,Diary,How much did your partner provide you with a source of excitement?
2107,cpw_CouplesSelfExpansion,PartnerSelfExpand_Expand5,Diary,How much did you feel you gained a larger perspective of things because of your partner?
2108,cpw_CouplesSelfExpansion,PartnerSelfExpand_Expand6,Diary,How much did your partner increase your knowledge?
2109,cpw_CouplesSelfExpansion,PartnerSelfExpand_YesNo,Diary,"Thinking about your responses to the questions above, can you think of something specific that you d"
2110,cpw_CouplesSelfExpansion,PartnerSelfExpand_Description,Diary,Please provide a brief description of this activity below:
2111,cpw_CouplesSelfExpansion,PartnerSelfExpand_IOS,Diary,"Above are seven pairs of circles. The left circle represents you, the right circle represents your p"
2112,cpw_CouplesSelfExpansion,PartnerSelfExpand_PartnerExpansion,Diary,"To what extent do you think your partner felt a greater sense of excitement, a greater awareness of "
2113,cpw_CouplesSelfExpansion,PartnerSelfExpand_Motive1,Diary,To feel good about myself
2114,cpw_CouplesSelfExpansion,PartnerSelfExpand_Motive2,Diary,To prevent my partner from feeling upset
2115,cpw_CouplesSelfExpansion,PartnerSelfExpand_Motive3,Diary,To avoid conflict in our relationship
2116,cpw_CouplesSelfExpansion,PartnerSelfExpand_Motive4,Diary,To avoid feeling guilty
2117,cpw_CouplesSelfExpansion,PartnerSelfExpand_Motive5,Diary,To make my partner happy
2118,cpw_CouplesSelfExpansion,PartnerSelfExpand_Motive6,Diary,To create more satisfaction in our relationship
2119,cpw_CouplesSelfExpansion,PartnerSelfExpand_Motive7,Diary,To reciprocate something my partner has done for me 
2120,cpw_CouplesSelfExpansion,PartnerSelfExpand_Motive8,Diary,To get my partner to return the favor later 
2121,cpw_CouplesSelfExpansion,PartnerSelfExpand_Happy,Diary,"Happy, pleased, joyful"
2122,cpw_CouplesSelfExpansion,PartnerSelfExpand_Interested,Diary,"Interested, attentive"
2123,cpw_CouplesSelfExpansion,PartnerSelfExpand_Amused,Diary,"Amused, having fun"
2124,cpw_CouplesSelfExpansion,PartnerSelfExpand_Anxious,Diary,"Anxious, nervous"
2125,cpw_CouplesSelfExpansion,PartnerSelfExpand_Sad,Diary,"Sad, depressed, down"
2126,cpw_CouplesSelfExpansion,PartnerSelfExpand_Angry,Diary,"Angry, irritated, frustrated"
2127,cpw_CouplesSelfExpansion,AloneSelfExpand_Expand1,Diary,How much did you feel a greater awareness of things?
2128,cpw_CouplesSelfExpansion,AloneSelfExpand_Expand2,Diary,How much did you expand your sense of the kind of person you are?
2129,cpw_CouplesSelfExpansion,AloneSelfExpand_Expand3,Diary,How much did your experiences provide a source of excitement?
2130,cpw_CouplesSelfExpansion,AloneSelfExpand_Expand4,Diary,How much did you feel that you have a larger perspective on things?
2131,cpw_CouplesSelfExpansion,AloneSelfExpand_Expand5,Diary,How much did you increase your knowledge? 
2132,cpw_CouplesSelfExpansion,AloneSelfExpand_YesNo,Diary,Can you think of something specific that you did WITHOUT YOUR ROMANTIC PARTNER TODAY that resulted i
2133,cpw_CouplesSelfExpansion,AloneSelfExpand_Description,Diary,Please provide a brief description of this activity below:
2134,cpw_CouplesSelfExpansion,AloneSelfExpand_Motive1,Diary,To feel good about myself
2135,cpw_CouplesSelfExpansion,AloneSelfExpand_Motive2,Diary,To avoid feeling guilty
2136,cpw_CouplesSelfExpansion,AloneSelfExpand_Motive3,Diary,To create more satisfaction in my life
2137,cpw_CouplesSelfExpansion,AloneSelfExpand_Motive4,Diary,To make myself happy
2138,cpw_CouplesSelfExpansion,AloneSelfExpand_Motive5,Diary,To have a new experience
2139,cpw_CouplesSelfExpansion,AloneSelfExpand_Motive6,Diary,To avoid missing out on something fun/interesting
2140,cpw_CouplesSelfExpansion,AloneSelfExpand_Motive7,Diary,To cope with negative feelings
2141,cpw_CouplesSelfExpansion,AloneSelfExpand_Motive8,Diary,To prevent feeling bored
2142,cpw_CouplesSelfExpansion,AloneSelfExpand_Happy,Diary,"Happy, pleased, joyful"
2143,cpw_CouplesSelfExpansion,AloneSelfExpand_Interested,Diary,"Interested, attentive"
2144,cpw_CouplesSelfExpansion,AloneSelfExpand_Amused,Diary,"Amused, having fun"
2145,cpw_CouplesSelfExpansion,AloneSelfExpand_Anxious,Diary,"Anxious, nervous"
2146,cpw_CouplesSelfExpansion,AloneSelfExpand_Sad,Diary,"Sad, depressed, down"
2147,cpw_CouplesSelfExpansion,AloneSelfExpand_Angry,Diary,"Angry, irritated, frustrated"
2148,cpw_CouplesSelfExpansion,PartnerPositiveEvent_Description,Diary,Please describe an activity that you did WITH YOUR PARNTER today that made you feel happy or uplifte
2149,cpw_CouplesSelfExpansion,PartnerPositiveEvent_IOS,Diary,"Above are seven pairs of circles. The left circle represents you, the right circle represents your p"
2150,cpw_CouplesSelfExpansion,PartnerPositiveEvent_Motive1,Diary,To feel good about myself
2151,cpw_CouplesSelfExpansion,PartnerPositiveEvent_Motive2,Diary,To prevent my partner from feeling upset
2152,cpw_CouplesSelfExpansion,PartnerPositiveEvent_Motive3,Diary,To avoid conflict in our relationship
2153,cpw_CouplesSelfExpansion,PartnerPositiveEvent_Motive4,Diary,To avoid feeling guilty
2154,cpw_CouplesSelfExpansion,PartnerPositiveEvent_Motive5,Diary,To make my partner happy
2155,cpw_CouplesSelfExpansion,PartnerPositiveEvent_Motive6,Diary,To create more satisfaction in our relationship
2156,cpw_CouplesSelfExpansion,PartnerPositiveEvent_Motive7,Diary,To reciprocate something my partner has done for me 
2157,cpw_CouplesSelfExpansion,PartnerPositiveEvent_Motive8,Diary,To get my partner to return the favor later 
2158,cpw_CouplesSelfExpansion,PartnerPositiveEvent_Happy,Diary,"Happy, pleased, joyful"
2159,cpw_CouplesSelfExpansion,PartnerPositiveEvent_Interested,Diary,"Interested, attentive"
2160,cpw_CouplesSelfExpansion,PartnerPositiveEvent_Amused,Diary,"Amused, having fun"
2161,cpw_CouplesSelfExpansion,PartnerPositiveEvent_Anxious,Diary,"Anxious, nervous"
2162,cpw_CouplesSelfExpansion,PartnerPositiveEvent_Sad,Diary,"Sad, depressed, down"
2163,cpw_CouplesSelfExpansion,PartnerPositiveEvent_Angry,Diary,"Angry, irritated, frustrated"
2164,cpw_CouplesSelfExpansion,AlonePositiveEvent_Description,Diary,Please describe an activity that you did WITHOUT YOUR ROMANTIC PARTNER today that made you feel happ
2165,cpw_CouplesSelfExpansion,AlonePositiveEvent_Motive1,Diary,To feel good about myself
2166,cpw_CouplesSelfExpansion,AlonePositiveEvent_Motive2,Diary,To avoid feeling guilty
2167,cpw_CouplesSelfExpansion,AlonePositiveEvent_Motive3,Diary,To create more satisfaction in my life
2168,cpw_CouplesSelfExpansion,AlonePositiveEvent_Motive4,Diary,To make myself happy
2169,cpw_CouplesSelfExpansion,AlonePositiveEvent_Motive5,Diary,To have a new experience
2170,cpw_CouplesSelfExpansion,AlonePositiveEvent_Motive6,Diary,To avoid missing out on something fun/interesting
2171,cpw_CouplesSelfExpansion,AlonePositiveEvent_Motive7,Diary,To cope with negative feelings
2172,cpw_CouplesSelfExpansion,AlonePositiveEvent_Motive8,Diary,To prevent feeling bored
2173,cpw_CouplesSelfExpansion,AlonePositiveEvent_Happy,Diary,"Happy, pleased, joyful"
2174,cpw_CouplesSelfExpansion,AlonePositiveEvent_Interested,Diary,"Interested, attentive"
2175,cpw_CouplesSelfExpansion,AlonePositiveEvent_Amused,Diary,"Amused, having fun"
2176,cpw_CouplesSelfExpansion,AlonePositiveEvent_Anxious,Diary,"Anxious, nervous"
2177,cpw_CouplesSelfExpansion,AlonePositiveEvent_Sad,Diary,"Sad, depressed, down"
2178,cpw_CouplesSelfExpansion,AlonePositiveEvent_Angry,Diary,"Angry, irritated, frustrated"
2179,cpw_CouplesSelfExpansion,Sex_YesNo,Diary,Did you and your partner have sex today?
2180,cpw_CouplesSelfExpansion,Sex_Initiator,Diary,"If yes, who initiated or otherwise indicated the strongest interest in having sex?"
2181,cpw_CouplesSelfExpansion,Sex_Passion,Diary,"During sex, I felt passionately attracted to my partner. "
2182,cpw_CouplesSelfExpansion,Sex_GreatFun,Diary,"Overall, I had great fun during sex."
2183,cpw_CouplesSelfExpansion,Sex_Enjoyed,Diary,I enjoyed the sexual experience. 
2184,cpw_CouplesSelfExpansion,Sex_Motive1,Diary,To pursue my own sexual pleasure.
2185,cpw_CouplesSelfExpansion,Sex_Motive2,Diary,To feel good or better about myself.
2186,cpw_CouplesSelfExpansion,Sex_Motive3,Diary,To cope with negative feelings.
2187,cpw_CouplesSelfExpansion,Sex_Motive4,Diary,To avoid feeling guilty.
2188,cpw_CouplesSelfExpansion,Sex_Motive5,Diary,To express love for my partner. 
2189,cpw_CouplesSelfExpansion,Sex_Motive6,Diary,To feel emotionally closer to my partner. 
2190,cpw_CouplesSelfExpansion,Sex_Motive7,Diary,To avoid conflict in my relationship. 
2191,cpw_CouplesSelfExpansion,Sex_Motive8,Diary,To prevent my partner from becoming upset. 
2192,cpw_CouplesSelfExpansion,Kind_MeForPartner1,Diary,I finished a chore for my partner when she/he didn’t have time to do it.
2193,cpw_CouplesSelfExpansion,Kind_MeForPartner2,Diary,I gave my partner a surprise.
2194,cpw_CouplesSelfExpansion,Kind_MeForPartner3,Diary,I was actively supportive of a good thing that happened to my partner.
2195,cpw_CouplesSelfExpansion,Kind_MeForPartner4,Diary,I gave my partner emotional support when she/he was hurt or in need.
2196,cpw_CouplesSelfExpansion,Kind_PartnerForMe1,Diary,My partner finished a chore for me when I didn’t have time to do it.
2197,cpw_CouplesSelfExpansion,Kind_PartnerForMe2,Diary,My partner gave me a surprise.
2198,cpw_CouplesSelfExpansion,Kind_PartnerForMe3,Diary,My partner was actively supportive of a good thing that happened to me.
2199,cpw_CouplesSelfExpansion,Kind_PartnerForMe4,Diary,My partner gave me emotional support when I was hurt or in need.
2200,cpw_CouplesSelfExpansion,EndDate,Diary,EndDate
2201,cpw_CouplesSelfExpansion,EndTime,Diary,EndTime
2202,cpw_CouplesSelfExpansion,CoupleID,FollowUp1,Couple ID
2203,cpw_CouplesSelfExpansion,UserID,FollowUp1,Participant ID
2204,cpw_CouplesSelfExpansion,PartnerID,FollowUp1,Partner ID
2205,cpw_CouplesSelfExpansion,RecordID,FollowUp1,RecordID
2206,cpw_CouplesSelfExpansion,StartDate,FollowUp1,StartDate
2207,cpw_CouplesSelfExpansion,StartTime,FollowUp1,StartTime
2208,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality1,FollowUp1,How satisfied are you with your relationship?
2209,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality2,FollowUp1,How content are you with your relationship?
2210,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality3,FollowUp1,How happy are you with your relationship?
2211,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality4,FollowUp1,How committed are you to your relationship?
2212,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality5,FollowUp1,How dedicated are you to your relationship?
2213,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality6,FollowUp1,How devoted are you to your relationship?
2214,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality7,FollowUp1,How intimate is your relationship?
2215,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality8,FollowUp1,How close is your relationship?
2216,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality9,FollowUp1,How connected are you to your partner?
2217,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality10,FollowUp1,How much do you trust your partner?
2218,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality11,FollowUp1,How much can you count on your partner?
2219,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality12,FollowUp1,How dependable is your partner?
2220,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality13,FollowUp1,How passionate is your relationship?
2221,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality14,FollowUp1,How lustful is your relationship?
2222,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality15,FollowUp1,How sexually intense is your relationship?
2223,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality16,FollowUp1,How much do you love your partner?
2224,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality17,FollowUp1,How much do you adore your partner?
2225,cpw_CouplesSelfExpansion,FL1_PerceivedRelQuality18,FollowUp1,How much do you cherish your partner?
2226,cpw_CouplesSelfExpansion,FL1_IOS,FollowUp1,"Above are seven pairs of circles. The left circle represents you, the right circle represents your p"
2227,cpw_CouplesSelfExpansion,FL1_RelStatus,FollowUp1,Please select the option that best describes your current relationship status with your partner:
2228,cpw_CouplesSelfExpansion,FL1_NumberOfChildren,FollowUp1,How many children do you have?
2229,cpw_CouplesSelfExpansion,FL1_CommunalStrength1,FollowUp1,How far would you be willing to go to visit your romantic partner?
2230,cpw_CouplesSelfExpansion,FL1_CommunalStrength2,FollowUp1,How happy do you feel when doing something that helps your romantic partner?
2231,cpw_CouplesSelfExpansion,FL1_CommunalStrength3,FollowUp1,How large a benefit would you be likely to give to your romantic partner?
2232,cpw_CouplesSelfExpansion,FL1_CommunalStrength4,FollowUp1,How large a cost would you incur to meet a need of your romantic partner?
2233,cpw_CouplesSelfExpansion,FL1_CommunalStrength5,FollowUp1,How readily can you put the needs of your romantic partner out of your thoughts?
2234,cpw_CouplesSelfExpansion,FL1_CommunalStrength6,FollowUp1,How high a priority for you is meeting the needs of your romantic partner?
2235,cpw_CouplesSelfExpansion,FL1_CommunalStrength7,FollowUp1,How reluctant would you be to sacrifice for your romantic partner?
2236,cpw_CouplesSelfExpansion,FL1_CommunalStrength8,FollowUp1,How much would you be willing to give up to benefit your romantic partner?
2237,cpw_CouplesSelfExpansion,FL1_CommunalStrength9,FollowUp1,How far would you go out of your way to do something for your romantic partner?
2238,cpw_CouplesSelfExpansion,FL1_CommunalStrength10,FollowUp1,How easily could you accept not helping your romantic partner?
2239,cpw_CouplesSelfExpansion,FL1_Appreciation1,FollowUp1,I tell my partner often that s/he is the best.
2240,cpw_CouplesSelfExpansion,FL1_Appreciation2,FollowUp1,I often tell my partner how much I appreciate her/him.
2241,cpw_CouplesSelfExpansion,FL1_Appreciation3,FollowUp1,I feel very lucky to have my partner in my life.
2242,cpw_CouplesSelfExpansion,FL1_Appreciation4,FollowUp1,At times I take my partner for granted.
2243,cpw_CouplesSelfExpansion,FL1_Appreciation5,FollowUp1,I appreciate my partner.
2244,cpw_CouplesSelfExpansion,FL1_Appreciation6,FollowUp1,Sometimes I don’t really acknowledge or treat my partner like s/he is someone special. 
2245,cpw_CouplesSelfExpansion,FL1_Appreciation7,FollowUp1,I remind myself daily how lucky I am to have my partner.
2246,cpw_CouplesSelfExpansion,FL1_Appreciation8,FollowUp1,I make sure my partner feels appreciated.
2247,cpw_CouplesSelfExpansion,FL1_Appreciation9,FollowUp1,My partner sometimes says that I fail to notice the nice things that s/he does for me. 
2248,cpw_CouplesSelfExpansion,FL1_Appreciation10,FollowUp1,"I acknowledge the things that my partner does for me, even the really small things."
2249,cpw_CouplesSelfExpansion,FL1_Appreciation11,FollowUp1,I am sometimes struck with a sense of awe and wonder when I think about my partner being in my life.
2250,cpw_CouplesSelfExpansion,FL1_Appreciation12,FollowUp1,My partner makes sure I feel appreciated.
2251,cpw_CouplesSelfExpansion,FL1_Appreciation13,FollowUp1,"When I am with my partner, sometimes s/he will look at me excitedly and tell me how much s/he apprec"
2252,cpw_CouplesSelfExpansion,FL1_Appreciation14,FollowUp1,My partner often tells me the things that s/he really likes about me.
2253,cpw_CouplesSelfExpansion,FL1_Appreciation15,FollowUp1,At times my partner takes me for granted. 
2254,cpw_CouplesSelfExpansion,FL1_Appreciation16,FollowUp1,"My partner often expresses her/his thanks when I do something nice, even if it’s really small."
2255,cpw_CouplesSelfExpansion,FL1_Appreciation17,FollowUp1,My partner doesn’t notice when I do nice things for her/him. 
2256,cpw_CouplesSelfExpansion,FL1_Appreciation18,FollowUp1,My partner makes me feel special.
2257,cpw_CouplesSelfExpansion,FL1_Power1,FollowUp1,"In my relationship, my wishes don't carry much weight."
2258,cpw_CouplesSelfExpansion,FL1_Power2,FollowUp1,"In my relationship, even if I voice them, my views have little sway."
2259,cpw_CouplesSelfExpansion,FL1_Power3,FollowUp1,"In my relationship, my ideas and opinions are often ignored."
2260,cpw_CouplesSelfExpansion,FL1_Power4,FollowUp1,"In my relationship, I can get my partner to listen to what I say."
2261,cpw_CouplesSelfExpansion,FL1_Power5,FollowUp1,"In my relationship, I can get my partner to do what I want."
2262,cpw_CouplesSelfExpansion,FL1_Power6,FollowUp1,"In my relationship, even when I try, I am not able to get my way."
2263,cpw_CouplesSelfExpansion,FL1_Power7,FollowUp1,"In my relationship, I think I have a great deal of power."
2264,cpw_CouplesSelfExpansion,FL1_Power8,FollowUp1,"In my relationship, if I want to, I get to make the decisions."
2265,cpw_CouplesSelfExpansion,FL1_SexualDesire1,FollowUp1,Just thinking about having sex with my partner excites me. 
2266,cpw_CouplesSelfExpansion,FL1_SexualDesire2,FollowUp1,I try to avoid having sex with my partner. 
2267,cpw_CouplesSelfExpansion,FL1_SexualDesire3,FollowUp1,I daydream about sex. 
2268,cpw_CouplesSelfExpansion,FL1_SexualDesire4,FollowUp1,It is difficult for me to get in a sexual mood. 
2269,cpw_CouplesSelfExpansion,FL1_SexualDesire5,FollowUp1,I desire sex more than my partner does
2270,cpw_CouplesSelfExpansion,FL1_SexualDesire6,FollowUp1,It is hard for me to fantasize about sexual things.
2271,cpw_CouplesSelfExpansion,FL1_SexualDesire7,FollowUp1,I look forward to having sex with my partner. 
2272,cpw_CouplesSelfExpansion,FL1_SexualDesire8,FollowUp1,I have a huge appetite for sex. 
2273,cpw_CouplesSelfExpansion,FL1_SexualDesire9,FollowUp1,I enjoy using sexual fantasy during sex with my partner. 
2274,cpw_CouplesSelfExpansion,FL1_SexualDesire10,FollowUp1,It is easy for me to get in the mood for sex. 
2275,cpw_CouplesSelfExpansion,FL1_SexualDesire11,FollowUp1,My desire for sex should be stronger.
2276,cpw_CouplesSelfExpansion,FL1_SexualDesire12,FollowUp1,I enjoy thinking about sex. 
2277,cpw_CouplesSelfExpansion,FL1_SexualDesire13,FollowUp1,I desire sex.
2278,cpw_CouplesSelfExpansion,FL1_SexualDesire14,FollowUp1,It is easy for me to go weeks without having sex with my partner.
2279,cpw_CouplesSelfExpansion,FL1_SexualDesire15,FollowUp1,I feel I want sex less than most people.
2280,cpw_CouplesSelfExpansion,FL1_SexualDesire16,FollowUp1,It is easy for me to create sexual fantasies in my mind.
2281,cpw_CouplesSelfExpansion,FL1_SexualDesire17,FollowUp1,I have a strong sex drive.
2282,cpw_CouplesSelfExpansion,FL1_SexualDesire18,FollowUp1,I enjoy thinking about having sex with my partner.
2283,cpw_CouplesSelfExpansion,FL1_SexualDesire19,FollowUp1,My desire for sex with my partner is strong.
2284,cpw_CouplesSelfExpansion,FL1_SexualDesire20,FollowUp1,I feel that sex is not an important aspect of the relationship I share with my partner.
2285,cpw_CouplesSelfExpansion,FL1_SexualDesire21,FollowUp1,I think my energy level for sex with my partner is too low.
2286,cpw_CouplesSelfExpansion,FL1_SexualDesire22,FollowUp1,It is hard for me to get in the mood for sex.
2287,cpw_CouplesSelfExpansion,FL1_SexualDesire23,FollowUp1,I lack the desire necessary to pursue sex with my partner.
2288,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction1,FollowUp1,I feel that my partner enjoys our sex life.
2289,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction2,FollowUp1,Our sex life is very exciting.
2290,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction3,FollowUp1,Sex is fun for my partner and me.
2291,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction4,FollowUp1,Sex with my partner has become a chore for me. 
2292,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction5,FollowUp1,I feel that our sex life is dirty and disgusting. 
2293,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction6,FollowUp1,Our sex life is monotonous. 
2294,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction7,FollowUp1,When we have sex it is too rushed and hurriedly completed. 
2295,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction8,FollowUp1,I feel that my sex life is lacking in quality. 
2296,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction9,FollowUp1,My partner is sexually very exciting.
2297,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction10,FollowUp1,I enjoy the sex techniques that my partner likes or uses.
2298,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction11,FollowUp1,I feel that my partner wants too much sex from me. 
2299,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction12,FollowUp1,I think our sex is wonderful.
2300,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction13,FollowUp1,My partner dwells on sex too much. 
2301,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction14,FollowUp1,I try to avoid sexual contact with my partner. 
2302,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction15,FollowUp1,My partner is too rough or brutal when we have sex. 
2303,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction16,FollowUp1,My partner is a wonderful sex mate.
2304,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction17,FollowUp1,I feel that our sex life is a normal function of our relationship.
2305,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction18,FollowUp1,My partner does not want sex when I do. 
2306,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction19,FollowUp1,I feel that our sex life really adds a lot to our relationship.
2307,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction20,FollowUp1,My partner seems to avoid sexual contact with me. 
2308,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction21,FollowUp1,It is easy for me to get sexually excited by my partner.
2309,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction22,FollowUp1,I feel that my partner is sexually pleased with me
2310,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction23,FollowUp1,My partner is very sensitive to my sexual needs and desires.
2311,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction24,FollowUp1,My partner does not satisfy me sexually. 
2312,cpw_CouplesSelfExpansion,FL1_SexualSatisfaction25,FollowUp1,I feel that my sex life is boring.
2313,cpw_CouplesSelfExpansion,FL1_SexualCommunalStrength1,FollowUp1,How far would you be willing to go to meet your partner's sexual needs?
2314,cpw_CouplesSelfExpansion,FL1_SexualCommunalStrength2,FollowUp1,How readily can you put the sexual needs of your partner out of your thoughts?
2315,cpw_CouplesSelfExpansion,FL1_SexualCommunalStrength3,FollowUp1,How high a priority for you is meeting the sexual needs of your partner?
2316,cpw_CouplesSelfExpansion,FL1_SexualCommunalStrength4,FollowUp1,How easily could you accept not meeting your partner's sexual needs?
2317,cpw_CouplesSelfExpansion,FL1_SexualCommunalStrength5,FollowUp1,How likely are you to sacrifice your own needs to meet the sexual needs of your partner?
2318,cpw_CouplesSelfExpansion,FL1_SexualCommunalStrength6,FollowUp1,How happy do you feel when satisfying your partner's sexual needs?
2319,cpw_CouplesSelfExpansion,FL1_GiftCard,FollowUp1,From where would you like to receive your gift card?
2320,cpw_CouplesSelfExpansion,FL1_End,FollowUp1,QuestionID1
2321,cpw_CouplesSelfExpansion,EndDate,FollowUp1,EndDate
2322,cpw_CouplesSelfExpansion,EndTime,FollowUp1,EndTime
2323,cpw_CouplesSelfExpansion,CoupleID,FollowUp2,CoupleID
2324,cpw_CouplesSelfExpansion,UserID,FollowUp2,UserID
2325,cpw_CouplesSelfExpansion,PartnerID,FollowUp2,Partner ID
2326,cpw_CouplesSelfExpansion,RecordID,FollowUp2,RecordID
2327,cpw_CouplesSelfExpansion,StartDate,FollowUp2,StartDate
2328,cpw_CouplesSelfExpansion,StartTime,FollowUp2,StartTime
2329,cpw_CouplesSelfExpansion,FL2_StillTogether,FollowUp2,Are you still dating the same partner you were dating when you participated in the Couples Study thr
2330,cpw_CouplesSelfExpansion,FL2_WhenWasBreakup,FollowUp2,When did you break-up with your partner (month/day/year)?
2331,cpw_CouplesSelfExpansion,FL2_WhoInitiatedBreakUp,FollowUp2,Who initiated the break-up?
2332,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality1,FollowUp2,How satisfied are you with your relationship?
2333,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality2,FollowUp2,How content are you with your relationship?
2334,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality3,FollowUp2,How happy are you with your relationship?
2335,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality4,FollowUp2,How committed are you to your relationship?
2336,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality5,FollowUp2,How dedicated are you to your relationship?
2337,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality6,FollowUp2,How devoted are you to your relationship?
2338,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality7,FollowUp2,How intimate is your relationship?
2339,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality8,FollowUp2,How close is your relationship?
2340,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality9,FollowUp2,How connected are you to your partner?
2341,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality10,FollowUp2,How much do you trust your partner?
2342,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality11,FollowUp2,How much can you count on your partner?
2343,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality12,FollowUp2,How dependable is your partner?
2344,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality13,FollowUp2,How passionate is your relationship?
2345,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality14,FollowUp2,How lustful is your relationship?
2346,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality15,FollowUp2,How sexually intense is your relationship?
2347,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality16,FollowUp2,How much do you love your partner?
2348,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality17,FollowUp2,How much do you adore your partner?
2349,cpw_CouplesSelfExpansion,FL2_PerceivedRelQuality18,FollowUp2,How much do you cherish your partner?
